Question,Chance1_model1,Prediction1_model1,Chance2_model1,Prediction2_model1,Chance3_model1,Prediction3_model1,Chance1_model2,Prediction1_model2,Chance2_model2,Prediction2_model2,Chance3_model2
What is the most memorable concert you've ever been to?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7253218293190002,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7206627428531647,269-docs-assets-.md,0.7183498740196228
Do you have any unique hobbies or interests?,0.090736925795098,306-docs-assets-files-explorer-.md,0.0793714344256292,294-docs-assets-events-event-reference-sms-.md,0.0766722964789401,291-docs-assets-events-event-reference-email-.md,0.7359467446804047,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7430179417133331,96-docs-automation-introduction-to-automation-.md,0.739767536520958
"If you could spend a day with any historical figure, who would it be?",0.1351035432975076,283-docs-assets-events-event-reference-default-events-.md,0.0759220796322223,329-docs-predictions-previewing-predictions-.md,0.0589181975074815,323-docs-predictions-predictions-introduction-.md,0.6984271109104156,104-docs-automation-triggers-scheduled-run-.md,0.6978626102209091,35-docs-analytics-segmentations-the-logic-of-segmentation-.md,0.6968326419591904
What is the history of the Olympics?,0.176724163967287,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.1096479326524868,263-docs-campaign-personalized-promotions-.md,0.0399337697615908,278-docs-assets-events-event-definitions-.md,0.7934323251247406,277-docs-assets-events-introduction-to-events-.md,0.7816816568374634,390-docs-settings-report-.md,0.6305825624165315
How does a microwave work?,0.0567511731111958,345-docs-settings-business-profile-cloning-objects-.md,0.0519896722513647,80-docs-analytics-expressions-introduction-to-expressions-.md,0.0519690158818768,343-docs-settings-business-profile-.md,0.7471334487199783,235-docs-campaign-Webpush-introduction-to-webpush-.md,0.7344361245632172,129-docs-automation-actions-synerise-integrations-.md,0.5460892052895683
What are the benefits of yoga?,0.0755839088783413,15-docs-analytics-.md,0.0599045670709961,16-docs-analytics-analytics-dashboard-.md,0.0470475854310988,17-docs-analytics-analytics-dashboard-introduction-to-dashboards-.md,0.748909056186676,202-docs-campaign-e-mail-.md,0.7449822723865509,390-docs-settings-report-.md,0.7422154992818832
What are the major components of a car engine?,0.1608192207313758,207-docs-campaign-e-mail-creating-email-templates-.md,0.1163252858748101,380-docs-settings-configuration-ai-engine-configuration-.md,0.1075528544503326,316-docs-assets-schema-builder-creating-schemas-.md,0.7555409967899323,390-docs-settings-report-.md,0.766137033700943,258-docs-campaign-recommendations-v2-recommendation-filters-.md,0.760860413312912
How do plants convert sunlight into energy?,0.0344815771859193,92-docs-analytics-i_events-parameter-operators-.md,0.0204261520353537,83-docs-analytics-expressions-functions-in-expressions-.md,0.0187043611196933,82-docs-analytics-expressions-event-expression-for-reports-.md,0.7557415962219238,129-docs-automation-actions-synerise-integrations-.md,0.7498534172773361,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.7497668713331223
What is the function of the liver in the human body?,0.2004698329613595,83-docs-analytics-expressions-functions-in-expressions-.md,0.1089910816989031,87-docs-analytics-expressions-loyalty-point-count-.md,0.0741183901563714,103-docs-automation-triggers-businees-event-trigger-.md,0.7430277466773987,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7317961007356644,390-docs-settings-report-.md,0.5534386803826208
"What are some popular tourist attractions in Paris, France?",0.0555501695182506,11-docs-ai-search-ai-search-statistics-.md,0.0387209769350025,271-docs-assets-catalogs-introduction-to-catalogs-.md,0.0378554266534549,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.7411781400442123,390-docs-settings-report-.md,0.7567911446094513,1-docs-ai-search-configuring-ai-search-.md,0.7421687841415405
How does a piano produce sound?,0.0703393216295591,32-docs-analytics-segmentations-previewing-analyses-.md,0.0305028779390471,324-docs-predictions-enabling-predictions-.md,0.0156663566194948,288-docs-assets-events-event-reference-items-.md,0.7265777736902237,390-docs-settings-report-.md,0.7463144063949585,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.7307466566562653
What are the different types of rock formations?,0.0617095813944631,166-docs-automation-integration-http-integrations-http-get-file-.md,0.0566086737765751,174-docs-automation-integration-sftp-integrations-sftp-send-file-.md,0.0552931678337431,167-docs-automation-integration-http-integrations-http-send-file-.md,0.7748105227947235,390-docs-settings-report-.md,0.7604111135005951,268-docs-campaign-inserts-.md,0.5854154702952705
How do bees communicate with each other?,0.0511833429784524,378-docs-settings-configuration-campaign-limits-.md,0.0493884171755375,221-docs-campaign-Mobile-first_run_message-.md,0.0481784697249213,135-docs-automation-actions-synerise-integrations-import-promotions-.md,0.7746766209602356,262-docs-campaign-recommendations-v2-distributing-recommendations-.md,0.7505453526973724,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.7468452304601669
How do you unwind and relax after a stressful day?,0.1266301840780415,283-docs-assets-events-event-reference-default-events-.md,0.0453425433546716,90-docs-analytics-i_date-filters-.md,0.0420163063291499,82-docs-analytics-expressions-event-expression-for-reports-.md,0.7373779267072678,389-docs-settings-configuration-time-optimizer-.md,0.7299643903970718,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7257258296012878
"Do you prefer tea or coffee, and why?",0.0573553953608602,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0467689096125253,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0404226679924741,29-docs-analytics-segmentations-.md,0.7248559147119522,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7188069075345993,239-docs-campaign-Webpush-creating-webpush-campaigns-.md,0.7142808884382248
"What is the best vacation destination you have been to, and what made it so amazing?",0.0767012884506169,114-docs-automation-flow-control-optimize-time-.md,0.0334484064733711,188-docs-automation-data-transformation-and-imports-transformations-and-data-operators-data-input-.md,0.0328371396369963,328-docs-predictions-predictions-quickstart-custom-.md,0.6993769854307175,390-docs-settings-report-.md,0.7237046509981155,101-docs-automation-triggers-audience-node-.md,0.7116527557373047
How do you stay motivated and productive during the workday?,0.0565043975502677,268-docs-campaign-inserts-.md,0.0545527922320136,203-docs-campaign-e-mail-introduction-to-email-campaigns-.md,0.0515606380792772,87-docs-analytics-expressions-loyalty-point-count-.md,0.7551535964012146,96-docs-automation-introduction-to-automation-.md,0.7498365491628647,389-docs-settings-configuration-time-optimizer-.md,0.7492066323757172
What is your go-to recipe for a delicious homemade meal?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.7313473224639893,390-docs-settings-report-.md,0.7421245723962784,101-docs-automation-triggers-audience-node-.md,0.7316800802946091
What was the last vacation you went on?,0.0488134323511666,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.0390281659458731,198-docs-automation-automation-activity-tracking-.md,0.0373446457884074,90-docs-analytics-i_date-filters-.md,0.7577402889728546,254-docs-campaign-recommendations-v2-recommendation-types-.md,0.7420048862695694,101-docs-automation-triggers-audience-node-.md,0.7261713594198227
Where is your dream vacation destination?,0.024320217565959,163-docs-automation-integration-google-cloud-storage-get-file-from-gcs-.md,0.0181189444831437,164-docs-automation-integration-google-cloud-storage-send-file-to-gcp-.md,0.0143983314139711,156-docs-automation-integration-google-bigquery-upload-data-to-bigquery-.md,0.720628097653389,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.7642276585102081,1-docs-ai-search-configuring-ai-search-.md,0.7346493303775787
Do you prefer summer or winter?,0.0607475248959421,30-docs-analytics-segmentations-introduction-to-segmentations-.md,0.0495349301171714,264-docs-campaign-personalized-promotions-introduction-to-ai-promotions-.md,0.0428133572226917,29-docs-analytics-segmentations-.md,0.7296861857175827,107-docs-automation-conditions-client-filter-node-.md,0.7262744158506393,222-docs-campaign-Mobile-mandatory_upgrade-.md,0.7195316553115845
"Have you ever traveled outside of your home country? If so, where did you go and what was your favorite experience?",0.0364222461843671,63-docs-analytics-sankey-charts-introduction-to-sankey-charts-.md,0.0337583615491802,0-docs-ai-search-introduction-to-ai-search-.md,0.0228108980363312,200-docs-automation-using-event-expressions-automation-.md,0.69580939412117,390-docs-settings-report-.md,0.6857348680496216,335-docs-crm-client-list-.md,0.4813530407518289
"What is your favorite season, and what do you enjoy most about it?",0.0650603987965922,178-docs-automation-integration-trustmate-.md,0.0322001393032589,288-docs-assets-events-event-reference-items-.md,0.0296170874228216,179-docs-automation-integration-trustmate-get-survey-link-.md,0.7144581377506256,335-docs-crm-client-list-.md,0.7022408097982407,246-docs-campaign-promotions-introduction-to-promotions-.md,0.7021203190088272
What is your favorite outdoor activity or hobby?,0.0493805632393561,276-docs-assets-events-.md,0.0395890851309017,101-docs-automation-triggers-audience-node-.md,0.0367877432518675,336-docs-crm-crm-profile-.md,0.7323320806026459,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7246104180812836,276-docs-assets-events-.md,0.7216257005929947
What outdoor activity do you enjoy the most?,0.0446479465476548,101-docs-automation-triggers-audience-node-.md,0.0414886373071592,336-docs-crm-crm-profile-.md,0.0377950702469679,277-docs-assets-events-introduction-to-events-.md,0.7285287529230118,15-docs-analytics-.md,0.72748002409935,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7106693536043167
What is your go-to relaxation technique?,0.0,99-docs-automation-triggers-.md,0.0,98-docs-automation-creating-automation-.md,0.0,97-docs-automation-automation-dictionary-.md,0.733974039554596,65-docs-analytics-sankey-charts-previewing-sankey-charts-.md,0.7276689410209656,389-docs-settings-configuration-time-optimizer-.md,0.5408308629072902
Do you have any favorite board games or card games?,0.0321486023269688,124-docs-automation-actions-send-client-event-.md,0.0205965296439882,334-docs-crm-.md,0.0195976252479114,68-docs-analytics-aggregates-introduction-to-aggregates-.md,0.7312341779470444,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7256395667791367,390-docs-settings-report-.md,0.537241596946409
"Have you ever traveled to a foreign country? If so, which was your favorite and why?",0.0231927863650641,150-docs-automation-integration-google-ads-google-ads-create-list-with-profiles-.md,0.022785514027716,288-docs-assets-events-event-reference-items-.md,0.0220843618443389,152-docs-automation-integration-google-ads-google-ads-send-profiles-to-list-.md,0.6930446922779083,390-docs-settings-report-.md,0.6862831711769104,194-docs-automation-data-transformation-and-imports-transformations-and-data-operators-filter-rows-.md,0.4696335689755431
"What is your favorite book or series of books, and what captivated you about it?",0.024035399221668,64-docs-analytics-sankey-charts-creating-sankey-charts-.md,0.019688365919487,288-docs-assets-events-event-reference-items-.md,0.0157977639700439,4-docs-ai-search-configuring-ai-search-query-rules-.md,0.7539633512496948,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7125551700592041,390-docs-settings-report-.md,0.7067675441503525
What is your favorite outdoor activity and why do you enjoy it?,0.0493805632393561,276-docs-assets-events-.md,0.0395890851309017,101-docs-automation-triggers-audience-node-.md,0.0367877432518675,336-docs-crm-crm-profile-.md,0.7242225855588913,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.7198658138513565,15-docs-analytics-.md,0.7105260491371155
"Have you ever participated in any extreme sports or activities? If so, which was the most memorable and why?",0.0299128839643608,101-docs-automation-triggers-audience-node-.md,0.0277962345319483,336-docs-crm-crm-profile-.md,0.0253216472008565,277-docs-assets-events-introduction-to-events-.md,0.6953269839286804,373-docs-settings-tool-magento-integration-multistore-support-.md,0.7037885338068008,309-docs-assets-documents-introduction-to-documents-.md,0.7025781571865082
What is your favorite culinary cuisine and what makes it stand out to you?,0.0980158123017782,378-docs-settings-configuration-campaign-limits-.md,0.0297765494251472,82-docs-analytics-expressions-event-expression-for-reports-.md,0.0270107454852072,259-docs-campaign-recommendations-v2-recommendation-filters-examples-.md,0.7214663773775101,390-docs-settings-report-.md,0.7144032567739487,255-docs-campaign-recommendations-v2-creating-recommendation-campaign-.md,0.513501846604751
